0.000146746,0.434932,0.505454,0.0573396,0.00208777,3.87E-05,4.57E-07,3.93E-09,2.66E-11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.61E-05,0.249677,0.62603,0.117853,0.00626422,0.000156955,2.39E-06,2.54E-08,2.08E-10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.50E-06,0.121427,0.656885,0.205213,0.0159232,0.00053967,1.06E-05,1.40E-07,1.38E-09,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.22E-07,0.0514402,0.600388,0.311257,0.0352569,0.00161633,4.06E-05,6.66E-07,7.93E-09,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8.75E-09,0.0193582,0.487472,0.41938,0.0693477,0.0043004,0.000139075,2.83E-06,4.06E-08,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.64E-10,0.00652496,0.354503,0.506115,0.122172,0.010248,0.000426178,1.08E-05,1.86E-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.27E-11,0.00197818,0.231881,0.549371,0.193592,0.0219657,0.00117465,3.68E-05,7.70E-07,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.72E-12,0.000542345,0.137161,0.539265,0.277411,0.0425765,0.00292785,0.000113628,2.87E-06,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.20E-14,0.000135379,0.0738689,0.481953,0.36193,0.0751384,0.00664435,0.000319847,9.76E-06,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.59E-15,3.10E-05,0.0364521,0.394674,0.43267,0.121502,0.0138162,0.000824955,3.04E-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.45E-16,6.52E-06,0.0165658,0.297645,0.476339,0.180939,0.0264576,0.0019595,8.72E-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.39E-18,1.27E-06,0.00696145,0.207567,0.484924,0.249162,0.0468501,0.00430388,0.000231235,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.86E-19,2.30E-07,0.00271507,0.134342,0.458169,0.318436,0.0769955,0.00877341,0.000569099,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-21,3.87E-08,0.000986241,0.0809811,0.403178,0.37904,0.117853,0.016657,0.0013045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-22,6.10E-09,0.000335705,0.0457435,0.332462,0.422785,0.169039,0.0296345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39E-24,9.49E-10,0.000112677,0.0254787,0.270327,0.465004,0.239077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-25,1.98E-10,5.07E-05,0.0190368,0.294852,0.68606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-26,1.23E-10,6.80E-05,0.0423513,0.957581
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23E-26,8.11E-10,0.000966768,0.999033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96E-24,3.89E-07,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46E-18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
